GeneName	Responder1	Responder2	Responder3	Responder4	NonResponder1	NonResponder2	NonResponder3	NonResponder4
GLOD5	0.8073528	1.6300848	0.38582492	0.8852279	-0.38582492	-0.8230126	-2.4168832	-2.4737194
GLP1R	1.8838415	3.3067393	-0.80379486	-0.14652824	-0.7322717	-0.57496977	0.14652777	0.42746973
GLP2R	4.685276	2.4801116	-0.6593027	-0.78777266	1.1486869	0.6593027	-0.7300358	-0.77401733
GLRA1	1.6940861	2.8922386	0.5935707	-0.50364447	-0.9764409	-0.906507	0.04069853	-0.04069853
GLRA2	0.60830736	1.8888826	2.5629506	1.171032	-2.002355	-1.3461771	-0.60830736	-1.1781077
GLRA3	1.9124861	3.4353185	-0.84957075	-0.2033782	-0.7795334	-0.62686396	0.20337868	1.4048538
GLRA4	1.9073901	3.1911798	-0.9083538	-0.21626616	-0.73559237	-0.625967	0.21626568	1.9317741
GLRB	1.7527399	3.4276175	0.43520784	-0.29786777	-0.86245155	-0.6379471	0.025805473	-0.025805473
GLRX	0.63304234	2.6377969	0.8754482	0.98532677	-0.63304234	-1.3737917	-1.6426253	-2.4888458
GLRX2	-0.99234104	0.303576	-0.12887526	-0.30578184	-0.08889818	0.08889818	0.28204727	0.37297106
GLRX3	-1.3039725	0.37145638	-0.43664575	-0.42158723	0.3188131	0.4509027	-0.22995639	0.22995639
GLRX5	0.03205204	0.2963786	-0.5219116	-0.03205204	0.7130623	0.6543226	-0.6250386	-0.2494955
GLS	1.2950308	1.34494	0.016017199	-0.83847976	-1.7997181	-1.8113916	-0.016017199	1.1753504
GLS2	-0.80070186	0.6954901	0.23675561	-0.93551135	-0.46896577	-0.23675561	0.2845776	2.0707886
GLT1D1	1.9371042	5.529925	-0.76642513	-0.14703655	-0.7092571	-0.50689125	1.2819653	0.14703655
GLT25D1	-0.37780643	-0.10224366	0.470361	-0.48905826	0.46738648	-0.064544916	0.064544916	0.8767235
GLT25D2	0.84887695	1.9826388	-2.284504	-1.6182485	-1.3097005	-0.84887695	1.3453436	1.5763865
GLT6D1	2.0214543	3.3089013	-0.8240199	-0.18139267	-0.5579357	-0.36528492	0.22648048	0.18139267
GLT8D1	0.14330912	0.3524866	0.1608262	-0.034976482	0.034976482	-0.2183423	-0.7643633	-1.0603423
GLT8D2	2.8164172	0.18876362	-4.1127214	-3.453834	2.1495948	1.1618419	-0.18876362	-3.0969944
GLT8D3	-0.81314945	0.81862736	0.92405367	0.021731377	0.45305634	-0.021731377	-1.6309915	-1.2124958
GLT8D4	2.0387185	0.49593806	-3.7986825	-3.147477	0.70443845	0.020513773	-0.020513773	-0.7394817
GLTP	-1.7302094	-0.4135356	-0.73069096	-1.097785	0.4135356	1.3335276	3.4831214	2.2748222
GLTPD1	0.02281475	0.42600203	-0.00688839	0.00688839	-0.7499323	-0.06582546	0.9931922	-0.344594
GLTPD2	-0.41230917	1.1031294	-0.29978895	-0.7774415	0.2527032	0.16395569	-0.16395569	0.57559586
GLTSCR1	-0.553386	0.49726272	-0.49537778	0.034879923	-0.034879923	0.5070436	-0.067364454	0.19082618
GLTSCR2	0.32174015	0.2266202	-0.72204113	-0.14671803	-0.49861813	0.07055092	-0.04195261	0.041953087
GLUD1	-0.1503632	0.1503632	-0.48887658	0.3664148	-0.2709973	-0.55351186	0.16460443	0.3056581
GLUD2	-1.0293491	0.6949985	0.113000154	0.069175005	-0.07781482	-0.29121566	-0.069175005	0.33887124
GLUL	-0.52516174	-1.8494797	-0.35150337	-1.2648697	0.50703716	0.35150337	1.2041087	2.0815134
GLYAT	1.9661508	3.303094	-0.82345724	-0.14671278	-0.6808572	-0.45946264	0.20107126	0.14671278
GLYATL1	2.8187854	6.371871	2.065809	-0.27765822	-2.7400086	-2.5173485	0.27765822	-1.9082844
GLYATL2	2.7053895	3.613357	-0.76546764	-0.14653301	-0.7068572	-0.49661446	2.8473191	0.14653301
GLYCAM1	1.936151	3.5482345	-0.75933266	-0.14307213	-0.70770645	-0.51571083	0.2085619	0.1430726
GLYCTK	1.5736396	1.8868959	3.4689705	3.193703	-1.6928575	-2.355561	-1.5736396	-1.6426313
GLYR1	-0.3238256	0.5890076	0.62632966	0.5024636	-0.34136415	-0.033771276	-0.14886832	0.033771276
GM2A	-0.7472842	0.3434155	-1.222728	-1.0325196	0.9042461	1.2563121	0.40174794	-0.3434155
GMCL1	-0.11093569	-0.7353201	0.035420895	-0.2518978	0.3160329	0.2269783	-0.035420895	0.79823446
GMCL1L	1.946959	3.5022817	-0.8088131	-0.13537931	-0.65392685	-0.4200945	0.19423962	0.13537931
GMDS	1.3531306	-2.1216657	1.9343274	1.9980404	-0.44845748	-1.4778793	0.44845748	-1.3679564
GMEB1	0.010266304	0.7772722	-0.114938736	0.9031086	-0.010266304	-0.06695604	0.07488346	-0.2683196
GMEB2	-1.1186261	-0.5063138	-0.058956146	-0.3730464	0.312469	0.61652756	0.058956146	0.7554674
GMFB	-0.55437183	0.22764444	-0.11407137	0.11407137	0.77819777	0.6608491	-0.9290476	-0.8732586
GMFG	5.8961	6.7579193	-3.0098164	-3.1299474	3.0098164	-3.2088678	3.04547	-3.4313195
GMIP	0.059759617	2.0457077	-0.059759617	0.37933016	-1.1747985	-1.2270741	0.20832348	-0.76121473
GML	0.48352194	1.7200007	0.44117498	0.09871483	-0.6211381	-0.09871483	-1.1216912	-0.38779926
GMNN	-1.6686771	-0.07220769	0.07220769	0.18295503	1.018431	0.1850617	-1.0205319	-0.12760234
GMPPA	-0.25207567	-0.6367965	0.22608376	-1.3092389	0.73126173	0.7517023	0.33417654	-0.22608376
GMPPB	-0.038119793	-0.26949263	0.9196038	-0.21787596	0.038119793	0.38460112	1.0158138	-0.8070431
GMPR	1.9971433	0.2762804	0.33347368	0.9220767	-0.9079261	-1.965945	-0.2762804	-3.0043292
GMPR2	0.5269575	-0.17018557	0.16480923	-0.17371082	0.6251087	0.98058224	-0.242311	-0.16480923
GMPS	-1.2638633	-0.29818654	-0.429219	0.29818654	0.7556689	0.74166036	-0.7044041	0.3791592
GNA11	-0.1624825	-0.97383904	0.72372127	1.1421115	-0.07777619	-0.35247445	0.07777619	0.24268222
GNA12	0.027009487	0.10257959	-0.027009487	-0.15731192	0.24030352	-0.06860781	-0.9395766	0.5483041
GNA13	0.19794321	0.1404643	-0.26705027	-0.2917781	0.48277903	-0.1404643	-0.21163368	0.42486525
GNA14	0.7526455	2.2535243	0.8602233	0.9439435	-1.9143581	-1.7622104	-0.7526455	-1.0449562
GNA15	-2.9209993	0.01321578	-0.6689627	-0.70811343	-0.01321578	0.31934953	2.451832	0.71311927
GNAI1	0.1230433	-1.460921	-2.3314455	-2.2080305	1.4962585	1.4507501	-0.1230433	0.2724564
GNAI2	0.819819	1.8719897	0.14251566	0.031546116	-0.14623785	-0.031546116	-0.6937227	-0.59225416
GNAI3	-0.053376436	-0.6863339	-0.8164909	-0.7983234	0.22002053	0.053376436	0.2581985	0.46840215
GNAL	-0.10099769	1.4940617	0.10099769	-0.8734267	-0.86926484	0.25126147	0.2690103	-0.18153405
GNAO1	0.7446799	1.1366105	-1.4733453	-1.5667181	0.26562643	1.3385382	-0.32461262	-0.26562643
GNAQ	-0.36620402	-0.682204	0.74728847	0.9249189	0.15487075	0.010397673	-0.010397673	-3.6079981
GNAS	-0.91798306	0.26716185	-0.57349586	-0.80344296	0.27949333	-0.03453636	0.03453684	0.667531
GNASAS	1.8975644	4.102634	-0.922101	-0.2626114	-0.84935474	1.1346726	0.034882545	-0.034882545
GNAT1	1.9270816	3.5871515	-0.76112795	-0.14162874	-0.7018657	-0.49817944	0.1948967	0.14162874
GNAT2	1.9211116	3.5691524	-0.8512645	-0.15994501	-0.71097803	-0.54162073	0.19431448	0.15994501
GNAT3	1.9155269	3.277326	-0.7699261	-0.12927055	-0.71724796	-0.5805373	0.1709814	0.12927055
GNAZ	2.8137176	0.20811725	-0.996279	-0.4286201	-0.20811725	-0.6088803	0.748492	1.2441041
GNB1	0.1141758	0.37085485	0.9689493	0.5781622	-0.1141758	-0.13086319	-0.13735819	-0.2579298
GNB1L	-1.0004308	0.9882982	-0.6642511	-0.5591085	0.3498671	0.1633656	-0.1633656	0.31167054
GNB2	-1.6412821	-1.6040006	0.15032959	-0.4949293	-0.14971066	0.50553226	0.38235998	0.14971066
GNB2L1	-0.2951069	0.53022814	-0.3838663	-0.60400486	0.037557602	0.780818	-0.03755808	0.48745823
GNB3	0.6004462	2.2890863	-1.5685854	0.022747517	-0.6158242	-0.022747517	0.54623795	-0.7506175
GNB4	2.1783516	0.6635845	-6.4696016	-5.8279476	1.2803795	0.20022607	-0.20022607	-1.7301323
GNB5	-0.8871949	-0.16361308	-1.8571923	-3.274501	1.4818313	1.7747719	0.16361308	0.8228667
GNE	-0.27228904	0.27228904	0.688823	1.5793202	-1.7539413	-1.9294565	0.321347	-1.2806995
GNG10	1.0612457	-0.09874129	-0.18880963	-0.33346295	0.68556	0.07356238	-0.07356238	0.09218669
GNG11	5.213546	-1.1968713	-5.5642824	-4.9099064	2.1731768	1.2642307	1.1968713	-4.5857897
GNG12	1.0207148	-3.5676646	0.82433033	0.08364105	-0.08364105	0.30213356	-0.23163939	-0.43615818
GNG13	1.7906966	0.49511385	-0.1753025	-0.4583373	-0.9549465	-0.48960352	0.2496233	0.1753025
GNG2	3.4887004	3.2225342	-2.1727986	-1.5001473	1.3840337	-1.943821	1.2640862	-1.2640862
GNG3	1.9127584	3.2983108	-0.7724204	-0.124726295	-0.7403803	-0.6116743	0.18948555	0.12472582
GNG4	-0.045880556	-1.869056	-4.4634867	-3.781576	0.853163	2.3705456	1.5205963	0.045880556
GNG5	-0.54283524	1.003159	0.022899628	0.087275505	-0.6917391	-0.4817419	-0.022900105	0.3820448
GNG7	3.287612	3.5947595	-1.6234541	-1.6841078	-0.17874908	0.17874908	0.7025161	-0.5901971
GNG8	-0.8297353	0.61591625	-0.9674535	-1.3797483	-0.35136843	0.38511705	0.38460016	0.35136843
GNGT1	0.6784935	2.1724916	-0.5141401	-0.40448904	0.40448904	1.0333986	-0.9350138	-0.84060955
GNGT2	1.4035759	2.764719	-1.4565101	-0.7699065	1.7930684	-1.150415	0.3776822	-0.3776822
GNL1	-0.2688644	0.12496829	-0.279917	-0.283437	1.0907638	0.9277456	-0.12496829	1.2930486
GNL2	-0.6598306	0.5792198	0.16883993	1.2239871	-0.20442343	-0.16883993	-0.2187252	0.7975049
GNL3	-0.20989203	2.075363	0.851104	1.7525322	-0.8168895	-0.9886682	-0.18080163	0.18080163
GNL3L	-0.047267914	0.45094347	-0.010087013	0.010087013	0.069275856	0.039925575	-0.40733004	-0.32201004
GNL3LP	-0.4231131	-0.12130141	0.48489833	0.12130141	0.2887156	0.37456822	-0.24207807	-0.25096202
GNLY	2.1967862	1.6971557	-2.3050697	-1.8145006	5.9339867	-2.2222726	1.5404713	-1.5404713
GNMT	1.9560308	3.6282601	-0.6512494	-0.29886198	-0.32643986	-0.027749062	0.11826897	0.027749062
GNPAT	-0.08009195	0.19418621	-0.38048792	-0.4952531	0.096272945	0.4840274	-0.70686626	0.08009195
GNPDA1	-1.1733441	-1.3281026	0.115888596	-0.115888596	0.91547394	1.2445183	-0.19881535	1.107151
GNPDA2	0.73828316	1.2990346	0.22524261	-0.26690197	-0.22524261	0.33162832	-0.5287967	-0.2786317
GNPNAT1	-0.2045865	-0.3480153	0.2045865	1.044476	0.7189326	0.4491973	-1.2167463	-1.9686308
GNPTAB	0.003277302	0.24025631	-0.08014345	-0.003277302	0.45561266	-0.32974195	-0.09930515	0.86051226
GNPTG	0.19319057	-1.5193982	0.21809387	-0.08148956	0.08148956	0.2623844	-0.47198343	-0.34500885
GNRH1	0.8604126	2.7005434	2.3471851	2.0135589	-1.7803903	-1.6223783	-0.8604126	-0.92126703
GNRH2	2.1397886	2.3580112	-0.16894436	-0.049280167	-0.31483698	0.82833815	-0.16623163	0.049280167
GNRHR	1.7611237	3.274878	-1.0053964	-0.35833597	-0.78118944	1.0915763	0.051585674	-0.051585674
GNRHR2	-0.08097887	1.1673584	-1.7835984	-2.373114	-1.220943	0.08097887	0.30185318	1.1798282
GNS	0.030046463	1.6090283	0.7038765	-0.030046463	0.83022404	-0.26151276	-1.1333098	-0.27809143
GOLGA1	-1.1482232	0.1317451	0.19234395	-0.1317451	-1.2741392	-0.6445639	0.29505515	0.2663076
GOLGA2	-0.028262615	-0.40318155	0.087543964	-0.15539408	-0.35636568	0.028262615	0.5666237	0.44645452
GOLGA2L1	-0.8074503	1.1393471	0.9879179	1.0075703	-1.1168423	-0.8733697	0.033414364	-0.033414364
GOLGA2LY1	1.5967977	1.3294785	1.5297387	2.3255727	-2.6415246	-1.3294785	-1.8431199	-1.3822215
GOLGA3	0.07430267	0.30164576	-0.07430267	0.2300539	-0.6087551	-0.8107567	-0.27627993	0.43476105
GOLGA4	0.13824034	-0.11213493	0.3926015	0.7386098	-0.23448515	-0.7542949	0.11213493	-0.4421687
GOLGA5	0.27713585	-0.05782795	-0.34310913	0.36333466	0.05782795	0.15895557	-0.7589011	-0.8553953
GOLGA6A	1.5287333	3.0626345	0.20271444	0.7891054	-0.61308813	-0.801033	-0.20271444	-0.25988722
GOLGA6L1	1.744401	3.3297749	-0.97537374	-0.32893324	-0.8869271	0.695364	0.0222373	-0.0222373
GOLGA6L10	-0.89870834	0.40768623	1.6676192	2.475822	-0.9674187	-0.5343442	-0.40768623	0.76965714
GOLGA6L2	0.8098116	2.4636207	-0.012608051	0.012607574	-0.76098156	-0.13336086	0.40862322	-0.984972
GOLGA6L5	1.7386909	3.2850008	-1.0217347	-0.3540597	-0.86145973	0.015819073	-0.015819073	0.083417416
GOLGA6L6	1.616765	3.0330386	-0.734725	0.023032188	-0.17482567	2.194683	-0.023032188	-0.1945858
GOLGA6L9	0.21729398	-0.17653108	1.2915652	2.202739	-1.0780504	-0.96952415	-0.44294763	0.17653108
GOLGA7	0.087358	0.15650654	0.02295351	-0.051048756	0.04492426	-0.02295351	-0.13753128	-0.369308
GOLGA7B	-1.3766031	0.12194872	0.4130888	1.2432327	-1.2492566	0.4258361	-1.0253091	-0.12194872
GOLGA8A	0.21134281	3.0864658	2.1597033	2.074489	-0.21134281	-0.4400506	-0.7848878	-1.502634
GOLGA8E	0.10695481	1.1247036	0.044476748	0.60035825	-0.8255708	-1.4749091	-0.044476748	-1.5219147
GOLGA8F	-0.05011034	1.3070769	0.05011034	0.47907352	-1.9566803	-1.7500138	-1.8101478	2.9945607
GOLGA9P	-1.3736796	0.19195366	-0.31563568	-0.8372264	-0.03562212	0.5224829	0.09637594	0.03562212
GOLGB1	0.043387413	0.022503853	1.395791	1.6017714	-0.54704666	-0.5440855	-0.13160276	-0.022503853
GOLIM4	0.06995678	-1.8004923	2.3469515	2.3739862	0.30784416	-0.3901167	-0.81235075	-0.06995678
GOLM1	4.601639	-2.7981355	1.810519	0.6423671	-0.56874776	-2.0888464	0.56874776	-2.431948
GOLPH3	0.044598103	-0.41071606	-0.56764174	-0.044598103	0.6671872	0.8970828	-0.17295551	0.4471879
GOLPH3L	0.064323425	-1.1333394	0.5737715	-0.064323425	-0.22985458	0.77297974	0.16997004	-0.21155167
GOLSYN	0.5044706	-1.081392	1.5620611	1.2717626	-0.5044706	-1.194103	-0.660208	1.3623941
GOLT1A	1.4980819	-0.10689664	1.8205178	1.4967043	-0.962981	0.10689664	-3.352146	-2.2204044
GOLT1B	0.060781002	-0.21032667	-0.22250795	-0.060781002	1.3108974	0.91475344	-0.105680466	0.5243535
GON4L	-0.07670879	0.7184329	-0.019341469	0.60910034	-0.104579926	0.36450672	-0.43337393	0.019341469
GOPC	-0.13036585	-0.27145433	0.4857869	0.5762639	0.13036585	0.298388	-1.1912909	-1.1463218
GORAB	0.048087597	2.396968	-0.048087597	0.49125624	-0.47993183	-0.5756221	-0.70009804	1.1257043
GORASP1	-0.2885809	1.2451077	1.5140605	0.76046705	-0.69359064	-0.574389	0.2885809	-0.7361393
GORASP2	-0.007392883	-0.48979807	-0.007425308	0.6472235	0.007392883	0.31739902	-0.29733706	0.5209789
GOSR1	0.65174985	-0.73997426	0.06275678	-0.04483962	0.041838884	-0.09115052	-0.041838884	0.2692063
GOSR2	0.2986083	0.109595776	-0.006201267	-0.20789099	0.006201267	0.22754431	-0.9377341	-0.63997984
GOT1	-0.9266417	-0.26607966	-0.5243437	-0.48876595	0.26607966	0.33034873	0.5574229	0.44321227
GOT1L1	1.9704871	3.3057775	-0.8309488	-0.1766839	-0.4387784	-0.57105255	0.9932542	0.1766839
GOT2	-0.8410797	-0.08126211	-0.42349052	0.08126259	-0.20326996	0.12398243	0.29919672	1.1091986
GP1BA	0.0694983	1.4475682	-2.7012422	-1.6420224	0.2550466	0.21014476	-0.48197722	-0.0694983
GP2	9.931753	3.4948063	-0.75859404	-0.14486456	-0.69290495	-0.50097656	8.2930355	0.14486456
GP5	1.9880228	3.2612891	-0.89075136	-0.2133379	-0.7048054	-0.6047163	0.29389763	0.2133379
GP6	2.359789	3.410459	-0.37690353	-0.122087	-0.71083784	-0.47267485	0.19402885	0.122086525
GP9	-0.77739644	0.25345588	-0.9752357	1.0380862	-0.25345588	0.3470099	0.34528565	-0.37339377
GPA33	5.8087864	0.6841533	8.685207	8.50758	-0.6841533	-3.3756506	-2.669195	-2.7360957
GPAA1	-0.4784541	-0.39157486	-0.30541563	-0.007893086	0.007893086	0.3976388	0.18632889	0.015683651
GPAM	-0.05416584	-0.92517424	0.13765717	0.05416584	0.4533329	0.31469727	-0.6671796	-0.5507622
GPAT2	0.33556628	0.2837093	0.9896343	-0.014177561	-0.6420119	-0.48086143	0.014177561	-0.35791326
GPATCH1	-2.1222575	-0.5407665	-0.032881975	0.4415853	0.17378116	0.032881975	-0.12187362	0.5192869
GPATCH2	-0.74162364	-0.28699756	0.09422898	0.4380362	-0.09422898	0.3743651	-0.444525	1.0317013
GPATCH3	-0.15868783	0.5254271	-0.33864808	-0.28520894	0.089378595	0.343642	0.42651248	-0.089378595
GPATCH4	-0.048572063	1.2568007	-0.2716813	0.29947424	-0.39478827	0.048572063	-0.1828537	0.3599801
GPATCH8	-1.0171669	0.17398047	-0.18820643	-0.17398047	0.7777531	0.29303765	-0.27297282	0.47333837
GPBAR1	1.333277	1.2741716	-1.5452235	0.23748994	-0.11852431	-0.19806981	0.11852431	-1.0605304
GPBP1	0.63791513	1.1393499	0.46181536	0.8208194	-0.46181536	-1.4440961	-0.59107494	-0.7796788
GPBP1L1	-0.05965829	0.05965829	0.22839522	0.4276998	-0.9882443	-0.8299954	-0.515496	0.40088344
GPC1	-1.4673698	-5.325366	-0.8332555	-2.4131477	1.8084795	2.0317233	0.8332555	1.3712533
GPC2	-0.933064	0.6013837	2.2338953	2.4781322	-0.2186141	-0.60009336	-0.41570997	0.2186141
GPC3	0.012056351	-0.7371197	-0.37774134	-0.5906515	-0.012056351	0.15340137	3.1685905	3.6048646
GPC4	1.631855	-2.3995805	1.5825644	1.2455235	0.25436878	-0.25436878	-0.9856696	-2.8686266
GPC5	1.9801087	3.3135428	-0.78153276	-0.15784454	-0.60770416	-0.20078945	0.21280098	0.15784502
GPC6	5.4471455	1.3927617	-0.27932978	-0.022675991	1.6825967	0.022675991	-0.18067741	-1.6054897
GPCRLTM7	2.5765195	4.3911123	-1.0526338	-0.4369378	0.13162374	0.6403718	-0.13162374	-0.20576954
GPD1	1.6548057	1.6408887	0.22632408	-0.22632408	-1.9904537	1.7606506	-0.8547816	-0.9408655
GPD1L	-0.115375996	-2.850222	0.43588686	0.27766657	-1.4989543	-1.1005702	1.0199623	0.115375996
GPD2	-0.7605758	-1.196868	0.2501955	0.44732285	-0.2501955	-0.79445887	0.4522233	0.7017498
GPER	0.4570682	-0.30544496	1.4923236	0.5840795	-1.2130687	-0.88566947	-1.4432724	0.30544496
GPHA2	1.5721126	3.8849669	-0.26336288	0.17156792	0.37155247	-0.29437733	-0.17156792	-0.22150803
GPHB5	-0.31074476	1.1740918	0.3388796	0.61582756	-1.0694766	0.15885448	-0.15885448	-0.16687489
GPHN	-0.13970518	0.13970518	0.29929113	0.936049	0.14061308	-0.24226046	-0.97877216	-2.0410166
GPI	-0.3201356	0.009480476	-0.3119626	-0.29110193	1.5960431	1.2092185	-0.009480476	1.4742236
GPIHBP1	4.1148868	1.2872076	0.04740286	-0.04740286	-0.9627099	-0.4360571	0.83035135	-1.8676062
GPKOW	-0.13668227	0.13668227	-0.3311193	0.18884683	0.3248074	0.7246258	-0.16873765	-0.6844156
GPLD1	1.7312851	3.1581402	-1.0751357	-0.43088293	-0.9386916	-0.1437316	0.1437316	0.70087767
GPM6A	2.4298735	3.7014623	-0.763268	-0.19276428	-0.6918192	-0.44121933	0.19276428	0.20793295
GPM6B	0.6846161	2.2103224	-0.038390636	-0.88144207	-0.7617564	0.5311408	-0.72161865	0.038390636
GPN1	-0.56727886	0.49692202	-0.29184532	0.33868313	0.33634567	0.29184532	-0.4238944	-0.638052
GPN2	-0.40306282	0.47458982	-0.27892113	0.19841576	0.106692314	0.19513893	-0.11007261	-0.106692314
GPN3	0.08348465	1.2885098	-0.35083294	-0.42859173	0.3967495	-0.08348465	-0.5647788	0.27973843
GPNMB	-0.23540974	-4.6079392	-8.92716	-8.271048	1.4250965	0.9012575	0.30566263	0.23540974
GPR1	1.7901587	3.0908198	-0.9168601	-0.28437424	-0.83929586	2.34307	0.024635792	-0.024635315
GPR101	2.0305724	3.2413573	-0.80269146	-0.17843628	-0.54230404	-0.39121723	0.22990894	0.17843676
GPR107	0.08614397	-0.26859474	0.16303205	-0.08614397	-0.45271158	-0.3144784	0.71243477	0.6896138
GPR108	-0.018125534	-0.05833769	0.018125534	-0.7482147	-0.26213646	0.69973564	1.6070981	2.3932486
GPR109A	-0.89805984	0.56883764	-1.1782227	-1.1713715	1.3746009	-0.35370827	1.261158	0.35370827
GPR109B	-3.223521	-1.777652	-5.949872	-5.1721745	3.6720202	1.8025944	3.4184864	1.777652
GPR110	-1.2581382	0.16542721	0.07000923	-0.07000923	-3.8677268	-2.2689457	4.8578014	2.0969071
GPR111	1.8839936	3.2199097	-0.8153119	-0.08761454	-0.7149844	-0.6088233	0.46138573	0.08761454
GPR112	2.8817248	3.2328782	-0.83565855	-0.15378809	-0.7134342	-0.57442236	0.18598557	0.15378809
GPR113	0.16012049	1.710607	-2.6101751	-1.9515944	-1.4409127	0.5894189	0.037071228	-0.037071228
GPR114	1.8990316	2.6931157	0.6039815	0.045875072	-1.3009582	-1.1396847	-0.045875072	-0.20417881
GPR115	-0.15398455	1.2418861	-0.8765855	-1.436954	0.15398455	0.4929452	0.86323404	-1.79948
GPR116	4.3314543	2.912477	-1.3825397	-0.7086153	1.6475205	-1.084095	0.43684578	-0.43684578
GPR119	0.30682826	-0.9015796	-1.1256564	-1.050605	0.31671882	0.03059411	0.6003268	-0.03059411
GPR12	1.9087381	3.4821744	-0.8045273	-0.11762285	-0.686378	-0.46992302	0.16457367	0.11762333
GPR120	-0.2533803	0.93371296	2.7314105	2.724957	-1.1498919	-0.9312587	-1.0866094	0.2533803
GPR123	1.8529272	3.0728307	-1.0382819	1.224072	-0.80297375	-0.6332083	0.025173664	-0.025173187
GPR124	2.450373	0.68888307	-0.020573378	-0.45195794	0.76592517	-0.54077744	0.020573378	-1.2047732
GPR125	0.2910657	-2.7826214	1.4974141	1.5944276	-0.35950136	0.06485891	-1.4358816	-0.06485891
GPR126	1.5029469	-1.736176	-2.2244244	-0.1166935	2.0549192	0.76576805	0.1166935	-1.1426945
GPR128	4.3969817	2.9653754	2.334467	0.118139744	-0.9213233	-0.72097254	-0.11813927	-0.16382027
GPR132	0.8596046	4.5645523	-0.069949865	-1.2856433	0.90800405	-2.4846828	0.069949865	-2.2622316
GPR133	1.2105703	2.4939713	0.080964565	1.0195603	-1.4473634	-0.08096409	-0.5221472	-0.27989006
GPR135	-1.359036	0.6957116	0.09636545	0.9231019	0.3809991	-0.12599087	-0.7356725	-0.09636545
GPR137	-1.7461004	-0.10788536	-0.042116165	-0.8603158	0.17182875	0.39741802	0.23552322	0.042116165
GPR137B	-0.4870746	0.0685823	-0.3644817	-1.2703998	0.8245423	1.2137702	-0.0685823	0.8502066
GPR137C	1.7429953	3.1992855	1.4791718	0.005827427	-0.8948283	-0.7346811	-0.005827427	-0.04972124
GPR139	1.9448047	3.5461726	-0.75589037	-0.14676571	-0.6858468	-0.4754591	0.19577885	0.14676571
GPR141	1.93643	3.5109186	-0.7668681	-0.14161062	-0.71466684	-0.5366216	0.36637163	0.14161062
GPR142	-0.008016348	1.2521126	-0.9304602	-1.5908892	0.008016348	0.6085932	-0.1313312	0.32471776
GPR143	-0.40117145	0.40117145	-3.8735745	-3.2082822	0.4794004	1.5383899	1.2010686	-1.037113
GPR144	0.22882271	1.6823106	0.9514251	0.14960432	-0.9765549	-0.14960432	-0.30546618	-1.1712008
GPR146	1.1667607	1.0608742	-0.53980136	-0.49155498	-0.012562513	-0.79587007	0.012562513	0.8935821
GPR148	1.9442639	3.2376275	-0.75824356	-0.12586594	-0.68413734	-0.558589	0.18310261	0.12586594
GPR149	1.8943882	3.098085	-0.937623	-0.29859543	-0.69916725	-0.017359734	0.7969942	0.017359257
GPR15	0.08010292	1.5829153	-0.968307	-0.15254593	0.09403515	-0.08010292	-0.11446667	0.4174595
GPR150	0.44699574	1.8124194	-1.6805048	-2.7445383	-0.34245205	0.2737522	-0.27071714	0.27071762
GPR151	1.971148	3.2462869	-0.7705102	-0.1328063	-0.66840315	-0.5413847	0.19198322	0.13280678
GPR152	0.84234667	0.030045033	-0.030045033	-0.05448675	-0.27826262	0.260036	-0.135355	0.1822362
GPR153	1.0413876	2.34236	1.5441742	0.29316187	-0.48381615	-0.2931614	-0.6229572	-0.69158936
GPR155	0.15127659	1.4488077	-0.22858906	0.091275215	-0.30822754	-0.07307625	0.009927273	-0.00992775
GPR156	0.7180073	1.989239	-2.053746	-1.4110234	0.5169747	0.1610725	-1.0755856	-0.1610725
GPR157	1.4034009	2.7394767	-1.2459707	-0.60405636	-0.3290372	0.32903767	0.34577847	-0.3726182
GPR158	0.013162851	1.3305538	-2.6848238	-1.9869931	2.8784792	2.344837	-1.7148902	-0.013162851
GPR160	2.7377565	0.050462008	2.611962	2.0254505	-1.310736	-1.6226156	-0.4316795	-0.050462008
GPR161	-0.2807002	-0.41436195	-0.68797874	-1.3078494	0.2807002	1.0061255	0.8856473	1.1528349
GPR162	3.3921695	0.4206295	-0.19420338	-0.6682477	-0.4349947	-0.3773389	0.56688213	0.19420338
GPR17	2.010716	3.2245479	-0.19594622	-0.18720245	-0.65066767	-0.49728394	0.18720293	2.6599174
GPR171	4.7363234	1.8011987	-2.236612	-1.5126655	2.329675	-1.9912975	1.3023307	-1.3023307
GPR172A	-0.6970091	-0.08925676	0.38723373	0.66535664	-0.5497246	-0.73778915	0.08925676	0.5763464
GPR172B	0.9410398	-0.23901057	-1.6084092	-2.0564377	-0.4069507	0.3088081	0.23901057	1.3524463
